ID,N,K,mst_brkga__f,msf_brkga__f,st_brkga__f,greedy_brkga__f,skater__f,redcap__f,schc__f,azp_greedy__f,azp_sa__f,azp_tabu__f,mst_brkga__time,msf_brkga__time,st_brkga__time,greedy_brkga__time,skater__time,redcap__time,schc__time,azp_greedy__time,azp_sa__time,azp_tabu__time,mst_brkga__last_gen,mst_brkga__c_len,mst_brkga__f_ls,mst_brkga__time_ls,mst_brkga__iterations_ls,msf_brkga__last_gen,msf_brkga__c_len,msf_brkga__f_ls,msf_brkga__time_ls,msf_brkga__iterations_ls,st_brkga__last_gen,st_brkga__c_len,st_brkga__f_ls,st_brkga__time_ls,st_brkga__iterations_ls,greedy_brkga__last_gen,greedy_brkga__c_len,greedy_brkga__f_ls,greedy_brkga__time_ls,greedy_brkga__iterations_ls,mst_brkga__rel_gap,msf_brkga__rel_gap,st_brkga__rel_gap,greedy_brkga__rel_gap,skater__rel_gap,redcap__rel_gap,schc__rel_gap,azp_greedy__rel_gap,azp_sa__rel_gap,azp_tabu__rel_gap
07__10__0,123,10,5.53513348,5.51121017,5.58936943,4.92907058,5.7421587873336755,6.043877905648518,5.944832811628494,11.265726230865232,11.265726230865232,11.265726230865232,16.15478777885437,10.625627756118774,13.33781123161316,14.836584568023682,0.00838160514831543,0.007990121841430664,0.0015876293182373047,0.001596689224243164,0.002002716064453125,0.0031578540802001953,574,636,5.304371660805212,0.025571823120117188,7,499,441,5.511210170665537,0.003842592239379883,0,669,441,5.545147701798633,0.01685643196105957,2,507,246,4.929070575561423,0.0071871280670166016,0,12.295683134648876,11.810331796871932,13.396011261822899,0.0,16.49577124403187,22.61698848809176,20.607581391713275,128.55680493958823,128.55680493958823,128.55680493958823
