ID,N,K,mst_brkga__f,st_brkga__f,greedy_brkga__f,skater__f,redcap__f,schc__f,azp_greedy__f,azp_sa__f,azp_tabu__f,mst_brkga__time,st_brkga__time,greedy_brkga__time,skater__time,redcap__time,schc__time,azp_greedy__time,azp_sa__time,azp_tabu__time,mst_brkga__last_gen,st_brkga__last_gen,greedy_brkga__last_gen
01__3__0,11,3,0.34357195,0.34357195,0.34357195,0.410912599,0.410912599,0.34357195,1.314227931,1.314227931,1.314227931,1.892124653,2.060612202,6.107184172,0.0,0.00110507,0.000432014,0.0,0.0,0.001008987,100,100,100
01__3__1,11,3,0.34357195,0.34357195,0.34357195,0.410912599,0.410912599,0.34357195,0.34357195,0.34357195,0.34357195,1.903162479,2.085136175,6.057457209,0.0,0.001000404,0.0,0.0,0.0,0.000999451,100,100,100
01__5__0,11,5,0.094063335,0.094063335,0.094063335,0.094063335,0.094063335,0.094063335,1.314227931,1.314227931,1.314227931,1.866707325,2.299597025,5.473783016,0.0,0.0,0.0,0.0,0.0,0.000999451,100,100,100
01__5__1,11,5,0.094063335,0.094063335,0.094063335,0.094063335,0.094063335,0.094063335,0.094063335,0.094063335,0.094063335,1.869980097,2.186529875,5.213722467,0.0,0.0,0.001010895,0.0,0.0,0.000984907,100,100,100
01__7__0,11,7,0.034093239,0.034093239,0.034093239,0.034093239,0.034093239,0.034093239,1.314227931,1.314227931,1.314227931,1.776254177,2.508085012,4.425479174,0.0,0.0,0.0,0.000999928,0.0,0.0,100,100,100
01__7__1,11,7,0.034093239,0.034093239,0.034093239,0.034093239,0.034093239,0.034093239,0.037352019,0.037352019,0.037352019,1.799603701,2.640047789,4.503753185,0.0,0.001027346,0.0,0.0,0.000989199,0.0,100,100,100
02__3__0,5,3,0.016908891,0.016908891,0.016908891,0.016908891,0.016908891,0.016908891,0.209356099,0.209356099,0.209356099,1.431797743,1.285331011,3.060776711,0.0,0.000998735,0.0,0.0,0.0,0.0,100,100,100
02__3__1,5,3,0.016908891,0.016908891,0.016908891,0.016908891,0.016908891,0.016908891,0.016908891,0.016908891,0.016908891,1.409447193,1.302891016,3.069233656,0.0,0.0,0.0,0.0,0.0,0.000999689,100,100,100
03__3__0,5,3,0.11179473,0.11179473,0.11179473,0.11179473,0.11179473,0.11179473,0.180891176,0.180891176,0.180891176,1.362769842,1.249028683,2.968510389,0.0,0.000999689,0.0,0.0,0.0,0.0,100,100,100
03__3__1,5,3,0.11179473,0.11179473,0.11179473,0.11179473,0.11179473,0.11179473,0.132015128,0.11179473,0.11179473,1.348510742,1.25943017,2.979038477,0.0,0.001000166,0.0,0.0,0.0,0.0,100,100,100
04__3__0,11,3,0.489142548,0.489142548,0.489142548,0.489142548,0.489142548,0.512730427,0.975620299,0.975620299,0.975620299,1.989732265,2.069346666,6.065841198,0.0,0.0,0.0,0.0,0.0,0.0,100,101,100
04__3__1,11,3,0.489142548,0.489142548,0.489142548,0.489142548,0.489142548,0.512730427,0.512730427,0.512730427,0.504789356,1.950867891,2.151981831,5.911134243,0.0,0.0,0.0,0.0,0.001000404,0.0,100,100,100
04__5__0,11,5,0.280452778,0.280452778,0.280452778,0.307936606,0.307936606,0.280452778,0.975620299,0.975620299,0.975620299,1.852861404,2.266661406,5.345955372,0.000999689,0.0,0.0,0.0,0.000999928,0.0,100,101,102
04__5__1,11,5,0.280452778,0.280452778,0.280452778,0.307936606,0.307936606,0.280452778,0.300980015,0.300980015,0.295691198,1.895004511,2.290933132,5.277899265,0.00101161,0.0,0.0,0.0,0.001000166,0.0,100,100,100
04__7__0,11,7,0.10375994,0.10375994,0.10375994,0.10375994,0.10375994,0.10375994,0.975620299,0.975620299,0.975620299,1.775265694,2.622197151,4.438639402,0.000999928,0.0,0.0,0.000999689,0.0,0.0,100,100,100
04__7__1,11,7,0.10375994,0.10375994,0.10375994,0.10375994,0.10375994,0.10375994,0.156831375,0.134798083,0.156831375,1.771145582,2.555968761,4.45143342,0.0,0.000989199,0.0,0.0,0.0,0.0,100,100,100
05__5__0,38,5,2.491870893,2.491870893,2.491870893,3.048410635,3.048410635,2.491870893,8.345214939,8.345214939,8.345214939,6.897613287,8.510446787,29.39410973,0.0,0.001588821,0.001026392,0.0,0.0,0.0,117,106,102
05__5__1,38,5,2.491870893,2.491870893,2.491870893,3.048410635,3.048410635,2.491870893,4.931050202,4.450461465,4.931050202,6.62577343,8.590905905,28.78556538,0.0,0.0,0.000999451,0.0,0.003359795,0.001000404,113,109,100
05__7__0,38,7,1.536006079,1.536006079,1.536006079,1.549132308,1.549132308,1.653759364,8.345214939,8.345214939,8.345214939,7.418567657,12.50911331,29.555053,0.000999689,0.000999451,0.000999928,0.0,0.000999928,0.0,149,156,114
05__7__1,38,7,1.536006079,1.536006079,1.536006079,1.549132308,1.549132308,1.653759364,2.843445059,2.843445059,2.843445059,6.595665932,11.80219698,34.06220579,0.001008749,0.000990868,0.0,0.0,0.0020051,0.001049519,130,143,133
05__10__0,38,10,1.048881871,1.079804345,1.048881871,1.070772683,1.070772683,1.105654019,8.345214939,8.345214939,8.345214939,6.124447823,13.05387521,43.96015,0.001000166,0.001019001,0.000980616,0.0,0.001004696,0.000994682,137,138,180
05__10__1,38,10,1.049325847,1.079804345,1.048881871,1.070772683,1.070772683,1.105654019,1.581889577,1.491799836,1.531808134,6.333583355,19.75501347,44.03641152,0.0,0.001626253,0.000495434,0.001009226,0.002013922,0.001991034,141,207,182
06__3__0,10,3,0.399219571,0.399219571,0.399219571,0.399219571,0.399219571,0.50214748,0.81820821,0.81820821,0.81820821,1.833560228,1.938470125,5.709793329,0.001018286,0.0,0.0,0.0,0.0,0.0,100,100,100
06__3__1,10,3,0.399219571,0.399219571,0.399219571,0.399219571,0.399219571,0.50214748,0.495429245,0.495429245,0.495429245,1.841329098,1.874528646,5.609668732,0.0,0.0,0.0,0.0,0.0,0.000999212,100,100,100
06__5__0,10,5,0.157314038,0.157314038,0.157314038,0.157314038,0.157314038,0.157314038,0.81820821,0.81820821,0.81820821,1.769673586,2.154592514,4.851295948,0.0,0.0,0.0,0.001000404,0.0,0.0,100,100,100
06__5__1,10,5,0.157314038,0.157314038,0.157314038,0.157314038,0.157314038,0.157314038,0.37663076,0.186533135,0.157314038,1.892977953,2.174911737,4.935506105,0.0,0.0,0.0,0.00100112,0.0,0.000998735,100,100,100
06__7__0,10,7,0.059541849,0.059541849,0.059541849,0.064291368,0.064291368,0.059541849,0.81820821,0.81820821,0.81820821,1.854709625,2.527631998,4.175358295,0.0,0.0,0.0,0.0,0.000998735,0.0,100,100,100
06__7__1,10,7,0.059541849,0.059541849,0.059541849,0.064291368,0.064291368,0.059541849,0.059541849,0.059541849,0.059541849,1.843015432,2.429210901,4.11197114,0.0,0.0,0.0,0.000999689,0.0,0.0,100,100,100
07__10__0,123,10,5.389819275,5.45330378,5.183104739,5.742158787,6.043877906,5.944832812,11.26572623,11.26572623,11.26572623,142.2152431,94.62756705,615.4051969,0.005998373,0.005998611,0.001000404,0.001998901,0.000999689,0.001999855,371,206,326
07__10__1,123,10,5.649653183,5.393073691,5.131086059,5.742158787,6.043877906,5.944832812,7.01947147,6.453263309,6.611897993,82.27605033,90.19165993,477.6126053,0.00531292,0.005010605,0.001043081,0.005038977,0.080277681,0.017957687,258,252,316
07__15__0,123,15,4.619966646,4.235912792,4.091836903,4.542012987,4.744328721,4.815052173,11.26572623,11.26572623,11.26572623,50.61480427,118.4167304,373.6492167,0.007183075,0.005997896,0.00200057,0.002242565,0.001993656,0.002001524,198,311,276
07__15__1,123,15,4.213003869,4.474567861,4.098486306,4.542012987,4.744328721,4.815052173,6.101004359,5.564666196,5.885107096,75.58091211,307.4555106,939.2284896,0.016910076,0.016235828,0.00282526,0.014225006,0.103376865,0.064081907,346,398,307
07__20__0,123,20,3.619380512,3.811100038,3.525004048,3.689670146,3.821939814,3.992800744,11.26572623,11.26572623,11.26572623,132.5542591,256.921639,494.9887664,0.006709814,0.006998539,0.002095699,0.001997232,0.001999378,0.00200057,316,284,206
07__20__1,123,20,3.785728751,3.598557681,3.446454268,3.689670146,3.821939814,3.992800744,5.221533627,4.201951904,5.183250157,41.8255446,129.9626901,320.0414779,0.007010937,0.006400824,0.00191927,0.003996849,0.031157017,0.01819253,226,300,245
08__10__0,67,10,4.895245747,4.871139141,4.871139141,5.664488742,5.580199871,5.286735587,13.23389917,13.39511621,11.60864754,16.45505977,27.32270098,83.95442557,0.001968384,0.001999617,0.0,0.000998735,0.010550261,0.008994341,187,181,160
08__10__1,67,10,4.871139141,4.871139141,4.871139141,5.664488742,5.580199871,5.286735587,7.822244768,6.631989895,7.724992744,29.51036334,26.27389717,88.63372564,0.002000093,0.002045631,0.000952244,0.001102924,0.009008884,0.005002499,356,176,171
08__15__0,67,15,2.870936881,2.870936881,2.848773877,3.315650898,3.220192753,3.359717776,13.23389917,13.39511621,11.60864754,19.49282765,33.09552813,86.43727255,0.000905991,0.001998186,0.0,0.001059055,0.011310577,0.010918617,277,187,186
08__15__1,67,15,2.870936881,2.848773877,2.870936881,3.315650898,3.220192753,3.359717776,6.451129606,4.440722649,5.339418358,15.21602273,28.0266726,89.16703463,0.000918388,0.002002001,0.000999212,0.002014875,0.006361008,0.008926153,209,154,189
08__20__0,67,20,1.875502086,1.875502086,1.894277185,1.996966639,1.949390244,2.205496358,13.23389917,13.39511621,11.60864754,14.55816531,44.53543401,78.39022589,0.000999212,0.00199914,0.001001835,0.001997948,0.012387276,0.012024641,233,203,182
08__20__1,67,20,1.952507881,1.92032011,1.875502086,1.996966639,1.949390244,2.205496358,3.769934056,3.706731086,3.398983475,14.62023973,41.44476056,86.62549996,0.001633167,0.00199914,0.001000166,0.00199914,0.006999731,0.006979942,227,195,202
09__3__0,16,3,0.836347862,0.836347862,0.836347862,0.836347862,0.836347862,1.354629516,1.696730475,1.696730475,1.696730475,2.179305792,2.314103603,7.745304585,0.0,0.0,0.0,0.00103116,0.0,0.0,100,100,100
09__3__1,16,3,0.836347862,0.836347862,0.836347862,0.836347862,0.836347862,1.354629516,0.836347862,0.836347862,0.836347862,2.232516527,2.339280367,7.668441057,0.0,0.0,0.0,8.34e-05,0.0,0.000921011,101,100,100
09__5__0,16,5,0.440707975,0.440707975,0.440707975,0.440707975,0.440707975,0.440707975,1.696730475,1.696730475,1.696730475,2.080168724,2.5636518,6.916651726,0.0,0.000998497,0.0,0.0,0.0,0.0,101,100,100
09__5__1,16,5,0.440707975,0.440707975,0.440707975,0.440707975,0.440707975,0.440707975,0.462043792,0.440707975,0.462043792,2.019231796,2.518168926,6.9584589,0.0,0.0,0.000999451,0.0,0.0,0.000999689,100,100,100
09__7__0,16,7,0.295733539,0.295733539,0.295733539,0.29931355,0.29931355,0.316323799,1.696730475,1.696730475,1.696730475,2.012746096,2.949644804,6.222778082,0.000498533,0.0,0.0,0.0,0.0,0.001004934,105,103,100
09__7__1,16,7,0.295733539,0.295733539,0.295733539,0.29931355,0.29931355,0.316323799,0.368196462,0.368196462,0.317278042,1.969572783,2.814534664,6.26081419,0.0,0.0,0.0,0.0,0.0,0.000980854,103,100,101
10__5__0,39,5,3.173308664,3.464509559,3.173308664,3.920057537,3.920057537,4.543909216,6.787014978,6.787014978,6.787014978,7.04076314,8.544035435,29.43482661,0.000996113,0.001014471,0.0,0.000981808,0.0,0.0,123,119,108
10__5__1,39,5,3.173308664,3.464509559,3.173308664,3.920057537,3.920057537,4.543909216,5.239310046,4.57447999,5.239310046,7.635106802,7.825907946,28.09538603,0.0,0.000999689,0.001156092,0.0,0.005998373,0.002000093,129,109,104
10__7__0,39,7,2.593940939,2.593940939,2.261643286,2.593940939,2.593940939,3.19595614,6.787014978,6.787014978,6.787014978,5.974919796,8.903771639,30.38856936,0.001000643,0.000999451,0.0,0.000999928,0.0,0.0,107,111,127
10__7__1,39,7,2.421346099,2.593940939,2.261643286,2.593940939,2.593940939,3.19595614,4.05168059,4.164483866,4.264995749,6.484262466,9.440396547,33.61141944,0.0,0.0,0.0,0.001008034,0.002024174,0.002912045,125,116,133
10__10__0,39,10,1.26409679,1.26409679,1.26409679,1.677809979,1.498527686,2.089422542,6.787014978,6.787014978,6.787014978,8.846891642,11.32194543,28.46039534,0.001000166,0.000998974,0.0,0.001000643,0.0,0.0,188,136,127
10__10__1,39,10,1.26409679,1.26409679,1.26409679,1.677809979,1.498527686,2.089422542,2.829969302,2.572617316,2.813037035,6.559702873,10.78329062,28.98863721,0.001000643,0.001454115,0.0,0.0,0.003726959,0.003077745,138,130,126
11__5__0,46,5,1.748871818,1.748871818,1.748871818,1.808832987,1.973827804,2.147864903,5.537017775,5.537017775,5.537017775,7.553791046,9.374442816,38.64286208,0.000497818,0.001000166,0.000499964,0.000500202,0.000483036,0.000499725,115,112,125
11__5__1,46,5,1.748871818,1.748871818,1.748871818,1.808832987,1.973827804,2.147864903,3.162230186,2.575176601,2.47502521,6.884344578,9.022286892,33.04282045,0.0,0.001000166,0.000999451,0.0,0.001998663,0.003000975,109,117,108
11__7__0,46,7,1.281627387,1.281627387,1.281627387,1.394318259,1.407471809,1.512501051,5.537017775,5.537017775,5.537017775,6.718758821,9.784924507,29.09448361,0.001027346,0.000978708,0.000921726,0.0,0.0,0.001094341,125,122,107
